12,10 Kappa Pegasi,-102.40625,-39.75,19.9375,
28,110 Herculis,-48,10.875,38.75,
39,12 Persei,-42.84375,-23.6875,-61.90625,
42,13 Orionis,18.03125,-27,-84.21875,
44,132 G. Aquarii,-87.03125,-96.40625,43.40625,
47,14 Herculis,-36.71875,41.6875,14.125,
73,17 Cygni,-64.53125,5,24.59375,
78,171 G. Aquarii,-64.15625,-87.90625,29.53125,
87,18 Scorpii,-3.53125,21.65625,39.65625,
89,19 Leonis Minoris,0.3125,72.8125,-55.90625,
98,20 Ophiuchi,-14.28125,36.1875,96.75,
107,23 Andromedae,-95.625,-40.9375,-46.3125,
116,24 Canum Venaticorum,-69.3125,165.5625,-17.21875,
129,27 b1 Cygni,-74.75,2.5,22.5625,
130,27 G. Caeli,75.84375,-62.09375,-33.34375,
144,31 Aquilae,-36.625,-2.03125,33.25,
155,32 Mu Serpentis,-11.75,101.3125,135.5,
163,34 Pegasi,-85.375,-85.1875,30.65625,
174,37 Librae,5.8125,54.375,76.875,
178,37 Xi Bootis,-4.21875,19.09375,9.8125,
188,39 Serpentis,-16.46875,39.875,36.59375,
189,39 Tauri,-7.3125,-20.28125,-50.90625,
201,41 Gamma Serpentis,-12.125,26,22.875,
205,42 Aquilae,-57.84375,-23.53125,84.25,
207,42 Capricorni,-49.96875,-75.96875,59.03125,
208,44 b Ophiuchi,-3,8.0625,82.6875,
214,45 c Bootis,-19.46875,54.625,26.5,
228,49 d Orionis,71.75,-47,-117.5,
235,5 G. Capricorni,-6.96875,-14.53125,24.1875,
239,50 Omega Tauri,-7.71875,-32.96875,-88.125,
240,50 Upsilon-1 Eridani,73.09375,-83.625,-61.71875,
241,51 Aquilae,-43.4375,-28.9375,74.4375,
243,51 Eridani,26.875,-48.09375,-78.625,
255,55 Virginis,70.9375,85.5,61.6875,
259,57 Virginis,69.53125,84.3125,61.65625,
262,58 Epsilon Herculis,-100.3125,90.5625,75.90625,
263,58 Eridani,20.78125,-24.40625,-29.15625,
268,59 Virginis,10.9375,54.09375,15.25,
278,61 Cygni,-11.21875,-1.1875,1.40625,
300,68 Eridani,32.09375,-34.125,-68.5625,
312,70 Ophiuchi,-8.21875,3.09375,14.0625,
320,72 Ophiuchi,-50.65625,20.375,67.53125,
326,77 Aquarii,-49.28125,-117.90625,41.5,
327,78 Ursae Majoris,-35.03125,72.53125,-19.9375,
340,82 Eridani,10.40625,-16.3125,-3.75,
345,85 Pegasi,-30.75,-22.40625,-11.40625,
347,86 Mu Herculis,-19.5,11.53125,14.875,
353,9 Ceti,-18.9375,-65.3125,-3.28125,
369,Abasses,-34.1875,-102.375,81,
374,Abazi,-71.1875,26.4375,43.875,
393,Abrogo,20.8125,16.75,-13.3125,
395,Abuk,60.34375,-109.9375,132.53125,
396,Abukunin,-69.3125,-7.4375,61.9375,
400,Aburu,-6.46875,-34.59375,89.59375,
426,Achansa,53.1875,24.25,-107.71875,
431,Achelous,-76.9375,3.53125,19.96875,
432,Achenar,67.5,-119.46875,24.84375,
437,Achrende,50.90625,-134.46875,-67.5,
442,Ackwada,42.78125,-65.3125,-11.34375,
468,Adeo,-81.625,31.40625,27.1875,
476,Adiva,102.09375,2.875,98.40625,
497,AE Fornacis,31.375,-87.71875,-42.96875,
516,Aerial,100.75,-102.625,8.40625,
517,Aeternitas,-1.5,-14.65625,56.875,
520,Afli,35.3125,-78.03125,38.625,
522,AG+21 1754,-53.8125,29.03125,50.71875,
523,Aganippe,-11.5625,43.8125,11.625,
526,Agarla,63.28125,-115.375,83.5,
527,Agartha,70.71875,-123.65625,41.3125,
532,Agastariya,34.625,-104.84375,16.15625,
543,Aguana,82.875,135.09375,81.90625,
554,Ahan,-60.3125,79,140.625,
562,Ahaut,51.21875,-246.125,-42.15625,
578,Aiaba,97.3125,51.625,103.125,
581,Aiabiko,-82.0625,1.625,-14.4375,
599,Airs,-115.28125,7.53125,71.3125,
601,Airsetanoa,103.09375,-38.8125,32.1875,
630,Akbulun,-47,1.09375,80.15625,
661,Al Mina,14.4375,43.78125,-13.25,
662,Alacagui,63.65625,-119,17.0625,
663,Alacarakmo,-32.40625,169.53125,-49.4375,
691,Alchita,36.21875,29.28125,14.21875,
692,Alcor,-36,71.78125,-15.125,
704,Algorab,54.1875,62.3125,26.90625,
705,Algreit,-8.3125,-11.78125,53.28125,
712,Alignak,-75.03125,54.53125,6.75,
718,Alioth,-33.65625,72.46875,-20.65625,
719,Alit,39.84375,-78.5625,-35.96875,
745,Allowa,-67.125,21.21875,80.40625,
746,Allowair,-80.75,-3.5,55.5625,
764,Alpha Centauri,3.03125,-0.09375,3.15625,
766,Alpha Fornacis,16.9375,-39.625,-17.3125,
771,Alpheus,2.03125,-56.375,56.21875,
773,Alrai,-38.71875,12.3125,-21.625,
776,Altair,-12.3125,-2.75,11,
778,Altani,114.125,-115.71875,-62.03125,
786,Alyuto,-47.25,71,-15.84375,
790,Amahu,-30.40625,39.4375,77.3125,
794,Amairii,-92.375,10.78125,61.96875,
798,Amalangkan,66.3125,24.1875,43.3125,
805,Amantai,-93.1875,19.84375,-119.40625,
807,Amarak,-68.4375,26,26.46875,
819,Amber,-36.1875,77.3125,-32.53125,
829,Ambiri,-43.90625,22.34375,71.96875,
850,Amijangal,79.25,37.5625,56.5625,
851,Amijara,-38.28125,-21.5,-124.09375,
853,Amisi,-40.90625,-19.84375,-118.625,
868,Amphisatsu,67.375,-72.3125,21.78125,
880,Anali,-75.5625,-15.9375,80,
884,Anandilla,100.40625,35.375,61.125,
887,Ananke,4.40625,7.15625,57.5625,
898,Anaruwa,55.90625,31.8125,88.34375,
908,Ancanec,12.78125,-58.5,-97,
930,Andhrimi,10.375,-54.40625,18.6875,
935,Andlit,-99.15625,14.1875,6.53125,
937,Andonnus,165.875,-69.15625,54.46875,
941,Andowatye,1.84375,-10.09375,94.1875,
947,Andrungarri,-70.75,-10.03125,139.5,
958,Anekpenges,-89.96875,17.9375,-117.28125,
978,Angi,62,-68.96875,36.375,
980,Angirasa,71.625,44.21875,140.125,
981,Anglii,10.3125,36.3125,-60.21875,
987,Angrbonii,61.65625,-42.4375,53.59375,
998,Aninohanu,17.125,-75.125,7.09375,
1006,Ankou,95.1875,-90.5,14.65625,
1007,Anlave,-25.375,1.125,-20.84375,
1017,Anotchadiae,72.4375,69.5625,58.40625,
1037,Antevorta,43.1875,39.3125,1.53125,
1041,Antilope,-89.53125,-27.625,20.8125,
1064,Any Na,125.65625,-1.71875,14.09375,
1070,Ao,19.75,28.125,43.59375,
1072,Ao Guang,0.625,40.03125,-21.34375,
1105,Apachan,85.75,-40.34375,-125.96875,
1113,Apala,-59.5625,31.65625,-23.3125,
1115,Apalar,-28.3125,-77,56,
1118,Apam Napat,10.09375,-90.46875,-0.71875,
1120,Apathaam,89.03125,-102.625,20.875,
1123,Aphra,-68.53125,-4.375,60.3125,
1125,Apian Yi,64.625,-102.03125,-78.65625,
1129,Apino,100.625,-73.34375,58.53125,
1134,Apishna,45.5625,-106.375,-22.09375,
1139,Apollo,-11.21875,-27.4375,-45.59375,
1146,Apoyota,-33.6875,-4.34375,61.375,
1155,Apura,41.8125,57.34375,5.40625,
1184,Aracente,90.28125,-44.3125,54.75,
1189,Arakak,41.4375,-40.8125,-104.75,
1206,Arangorii,19.15625,-10.375,15.40625,
1207,Aranka,-49.40625,-44.34375,-62.90625,
1210,Arany,-49.21875,56.8125,83.34375,
1215,Arapi,60.875,98.78125,46.15625,
1223,Aravaci,41.625,18.40625,-78.875,
1231,Arawn,-5,-157.25,39.59375,
1236,Arcturus,-3.53125,34.15625,12.96875,
1237,Ardh,99.5625,2.46875,1.78125,
1243,Ardraj,-125.78125,10.3125,-8.375,
1251,Arevakimos,29.4375,-64.96875,89.6875,
1255,Arexe,69.375,38.90625,78.0625,
1260,Argestes,21.78125,-20.15625,-58.9375,
1281,Arigens,1.75,-15.6875,69.25,
1289,Arimpox,-39.90625,109.5625,10.40625,
1297,Arjung,15.53125,-100.1875,-87.28125,
1302,Armodiang,84.75,-159.21875,-25.3125,
1313,Arouca,104.96875,-6.53125,-4.40625,
1314,Arque,66.5,38.0625,61.125,
1318,Artemis,14.28125,-63.1875,-24.875,
1319,Arth,36.375,-15.40625,32.9375,
1326,Artume,-35.21875,-42.625,-49.65625,
1333,Arugbatz,-123.15625,118.65625,-63.1875,
1351,Aryamin,19.3125,-77.5,30.65625,
1352,Aryanka,-69.4375,-17.59375,92.46875,
1358,Asase Ya,96.03125,-126.3125,21.4375,
1364,Asegezites,62.46875,-14.28125,46.65625,
1365,Asellus Primus,-23.9375,40.875,-1.34375,
1378,Asgaa,-19.125,10.6875,87.34375,
1398,Asphodel,48.03125,-117.53125,12.9375,
1407,Asturindjin,67.78125,-0.9375,148.375,
1413,Asvienses,-36.5625,-112.0625,34.09375,
1424,Atagat,-1.8125,-11.28125,-29.21875,
1429,Atata,-47.09375,-81.90625,71.4375,
1436,Atfero,50.03125,-72.875,46.6875,
1438,Athra,-11.53125,-1.5625,-40.53125,
1439,Atins,-117.90625,-12.65625,115.375,
1446,Atlantis,65.875,-117.96875,47.71875,
1460,Attacates,96.625,1.03125,103.40625,
1476,Audhr,7.15625,-57.8125,57.4375,
1482,Audumui,-33.5625,-65.21875,102.59375,
1488,Aulin,-19.6875,32.6875,4.75,
1492,Auradjan,-124.28125,-12.21875,110.125,
1495,Aurea,-88,23.53125,-8.28125,
1496,Aurgel,89.125,-96.28125,32.4375,
1533,Avalon,50.1875,-132.96875,36.1875,
1534,Avan,-77.3125,-17.78125,92.0625,
1536,Avane,28.25,29.4375,146,
1542,Avik,13.96875,-4.59375,-6,
1543,Avikarli,-4.0625,140.03125,35.78125,
1568,Ayethi,29.28125,-71.09375,-21.71875,
1572,Aymifa,66.5,-109.25,1.875,
1582,AZ Cancri,19.65625,26.84375,-38.09375,
1590,Azrael,85.71875,-104.5625,16.25,
1600,Ba Bhuti,-90.9375,63.0625,17.125,
1605,Ba Nari,46.1875,-126.46875,1.9375,
1652,BAG 7,-19.03125,50.90625,49.125,
1654,Bagai,-63.71875,-36.0625,69.46875,
1664,Bahilo,131.9375,-223.25,65.53125,
1673,Baigag,-52.84375,-22.46875,-106.875,
1677,Baijungu,69.90625,47.4375,71.25,
1678,Baila,40.65625,98.59375,-19.96875,
1686,Bajoji,92.59375,-32.9375,95.53125,
1689,Bakaduninka,-88.125,-15.1875,103.5,
1696,Baker,15.59375,-6.28125,24.5625,
1697,Bakonirtari,-89.21875,-19.59375,85.59375,
1702,Balaikda,146.375,-33.15625,30.46875,
1703,Balaji,75.875,129.28125,59.46875,
1716,Balatu,2.65625,-8.3125,53.65625,
1722,Balduk,-27.875,3.65625,102.25,
1729,Balmung,34.5,-68.59375,69.375,
1733,Baltah'Sine,85.15625,-56.3125,40.34375,
1740,Bama,-32.21875,-97.875,-0.25,
1748,Bamin,78.40625,78.28125,80.1875,
1762,Bandjigali,-8.71875,7.0625,79.71875,
1771,Banemu,-114.25,5.21875,-0.5625,
1773,Banese,-100.5,-61.53125,98.84375,
1781,Banisas,-97.34375,42.625,-6.9375,
1794,Baramat,-24.875,-122.625,35.09375,
1815,Barnard's Star,-3.03125,1.375,4.9375,
1829,Basika,-32.875,20,83.71875,
1835,Bast,-36.46875,16.15625,-34.9375,
1842,Bastes,-44.90625,46.1875,96.5625,
1859,Baudhea,95.125,-156.65625,-13.21875,
1869,Bavaringoni,-34.65625,-26.65625,47.6875,
1886,BD+03 3531a,-41.78125,20.125,71.875,
1896,BD+06 5034,-78.5625,-73.46875,21.71875,
1900,BD+07 4267,-82.5,-20.59375,76.65625,
1907,BD+10 3250,-60.65625,40.71875,88.5625,
1910,BD+11 2673,-1.65625,103.625,54.03125,
1934,BD+17 4808,-71.8125,-51.375,4.03125,
1936,BD+18 1461,33.34375,20.8125,-99.25,
1945,BD+22 2632,-4.90625,88.4375,22.53125,
1947,BD+22 3579,-84.6875,12.71875,58.4375,
1949,BD+23 2640,-8.25,77.53125,21.46875,
1952,BD+23 3151,-47.65625,31,44.59375,
1954,BD+24 1451,19.4375,20.40625,-93.40625,
1971,BD+31 2373,-1.53125,97.3125,-9.15625,
1978,BD+33 3582,-64.125,5.09375,24.6875,
1989,BD+38 3327,-89.0625,27.90625,35,
1993,BD+40 2903,-39,58.625,19.15625,
1997,BD+42 3917,-76.53125,-2.21875,7.75,
2005,BD+47 1236,-22.90625,20.65625,-88.09375,
2012,BD+49 1280,-19.84375,4.625,-49.15625,
2018,BD+55 1519,-16.9375,44.71875,-16.59375,
2022,BD+57 1692,-76.875,65.8125,4.625,
2023,BD+57 2595,-110.40625,-1.25,-34.25,
2029,BD+65 1846,-60.3125,7.125,-25.53125,
2031,BD+65 210,-56.53125,5.625,-46.65625,
2036,BD+69 238,-39.03125,14.1875,-44.90625,
2037,BD+69 530,-61.21875,81.5,-37.75,
2044,BD+75 58,-43.5625,13.46875,-30.46875,
2049,BD-00 632,9.46875,-36.34375,-48.625,
2053,BD-01 3500,-29.5625,3.59375,52.90625,
2054,BD-02 4304,-30.75,38.15625,94.6875,
2057,BD-04 4138,-19.375,45.96875,92.625,
2058,BD-04 797,23.09375,-52.71875,-71.96875,
2073,BD-10 5238,-36.0625,-25.03125,57.59375,
2075,BD-11 4932,-41.96875,-18.65625,84.8125,
2079,BD-12 5409,-51.65625,-29.21875,103.65625,
2104,BD-22 3573,68.0625,75.3125,63.375,
2109,Beargk,31.71875,-91.75,135.28125,
2110,Beatis,77.9375,-47.0625,-12.59375,
2118,Beditjari,-6.53125,-60.9375,104.34375,
2125,Beiwe,28.90625,-47,-13.625,
2140,Belalans,81.625,-94.875,-58.5625,
2143,Belarsh,-83.625,-39.375,-3.03125,
2144,Belarsuk,48.9375,-20.78125,37.375,
2147,Beldarkri,-47.25,-43.40625,-53.5625,
2154,Belgae,36.53125,-43.875,-111.9375,
2162,Belinara,-79.34375,22.28125,36.625,
2176,Belliya,-6.21875,-53.6875,108.1875,
2177,Belobog,-13.34375,53.78125,12.5625,
2178,Belu,-30.3125,13.3125,59.34375,
2214,Berzitibi,64.46875,-9.28125,31.4375,
2215,Berzitici,-28.96875,2.53125,97.875,
2216,Bes,131.71875,-107.59375,46.4375,
2223,Bestii,11.84375,-52.53125,55.4375,
2227,Beta Comae Berenices,-1.6875,29.65625,2.03125,
2230,Beta Hydri,15.28125,-15.6875,10.5625,
2236,Beta Trianguli Australis,24.53125,-5.59375,31.5625,
2237,Beta Volantis,101.71875,-29.4375,18.71875,
2238,Beta-1 Tucanae,63.375,-109.71875,46.71875,
2240,Beta-3 Tucani,32.25,-55.1875,23.875,
2251,Bhada,64.03125,-35.8125,8.84375,
2265,Bhaguti,41.6875,36.3125,18.9375,
2269,Bhaimyr,-18.28125,-207.15625,12.5625,
2288,Bhatikan,68.53125,-57.40625,135.84375,
2294,Bhil Mina,59.1875,1.65625,41.625,
2305,Bhotega,-55.21875,14.5,-25.15625,
